,movieId,title,genres,plot
1119,2318,Happiness (1998),Comedy,"The lives of several individuals intertwine as they go about their lives in their own unique ways, engaging in acts society as a whole might find disturbing in a desperate search for human connection."
1120,2321,Pleasantville (1998),Comedy,"Two 1990s teenage siblings find themselves in a 1950s sitcom, where their influence begins to profoundly change that complacent world."
1121,2322,Soldier (1998),Action|Adventure|Sci-Fi|Thriller|War,"A soldier trained from birth is deemed obsolete and dumped on a waste planet where he is reluctantly taken in by a community of defenseless, stranded wayfarers."
1122,2323,"Cruise, The (1998)",Documentary,"Affectionate portrait of Tim ""Speed"" Levitch, a tour guide for Manhattan's Gray Line double-decker buses. He talks fast, is in love with the city, and dispenses historical facts, architectural analysis, and philosophical musings in equal measures. He's reflective and funny about cruising: he loves it, got in it to meet women, and he'd quit work if he could. His personal life is disclosed in small doses: he takes home $200 a week for 20 hours work, home is his suitcase and wherever he can flop, he's been arrested for going out on the roof tops of skyscrapers to see his city; he stands between the towers of the World Trade Center, spins until he's dizzy, then looks up."
1123,2324,Life Is Beautiful (La Vita � bella) (1997),Comedy|Drama,"When an open-minded Jewish librarian and his son become victims of the Holocaust, he uses a perfect mixture of will, humor, and imagination to protect his son from the dangers around their camp."
1124,2325,Orgazmo (1997),Comedy,Naive young Mormon Joe Young is recruited to act in porn movies.
1125,2328,Vampires (1998),Horror,"Recovering from an ambush that killed his entire team, a vengeful vampire slayer must retrieve an ancient Catholic relic that, should it be acquired by vampires, will allow them to walk in sunlight."
1126,2329,American History X (1998),Drama,A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did.
1127,2330,Hands on a Hard Body (1996),Documentary,"Twenty-four contestants compete in an endurance/sleep deprivation contest in order to win a brand new Nissan Hardbody truck. The last person to remain standing with his or her hand on the truck wins. An absurd marketing gimmick at first glance, the contest proves to be much more..."
1128,2331,Living Out Loud (1998),Comedy|Romance,"Judith Nelson quit her medical studies to marry. Years later, her husband, a physician, divorces her to be with another doctor. Deeply frustrated, she now lives alone in her luxury apartment in New York, looking for a new meaning for her life. Pat Francato, the janitor and lift-boy, has a troubled life himself: Gambling debts and the tragic death of his daughter took away all his spirit. One day, he and Judith meet in the right mood and a fragile friendship starts to grow. They can help each other to get on their feet again. But one false move could destroy everything they built so carefully."
1129,2333,Gods and Monsters (1998),Drama,The last days of Frankenstein (1931) Director James Whale are explored.
1130,2334,"Siege, The (1998)",Action|Thriller,"The secret U.S. abduction of a suspected terrorist leads to a wave of terrorist attacks in New York City, which leads to the declaration of martial-law."
1131,2335,"Waterboy, The (1998)",Comedy,A waterboy for a college football team discovers he has a unique tackling ability and becomes a member of the team.
1132,2336,Elizabeth (1998),Drama,The early years of the reign of Elizabeth I of England and her difficult task of learning what is necessary to be a monarch.
1133,2337,Velvet Goldmine (1998),Drama,"In 1984, British journalist Arthur Stuart investigates the career of 1970s glam superstar Brian Slade, who was heavily influenced in his early years by hard-living and rebellious American singer Curt Wild."
1134,2338,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller,"The murderous fisherman with a hook is back to once again stalk the two surviving teens, Julie and Ray, who had left him for dead, as well as cause even more murder and mayhem, this time at a posh island resort."
1135,2340,Meet Joe Black (1998),Romance,"Death, who takes the form of a young man, asks a media mogul to act as a guide to teach him about life on Earth, and in the process, he falls in love with his guide's daughter."
1136,2344,Runaway Train (1985),Action|Adventure|Drama|Thriller,Two escaped convicts and a female railway worker find themselves trapped on a train with no brakes and nobody driving.
1137,2346,"Stepford Wives, The (1975)",Sci-Fi|Thriller,"Joanna Eberhart has come to the quaint little town of Stepford, Connecticut with her family, but soon discovers there lies a sinister truth in the all too perfect behavior of the female residents."
1138,2347,"Pope of Greenwich Village, The (1984)",Action,Two cousins unknowingly rob the mob and face the dangerous consequences.
1139,2348,Sid and Nancy (1986),Drama,"The relationship between Sid Vicious, bassist for British punk group Sex Pistols, and his girlfriend Nancy Spungen is portrayed."
1140,2349,Mona Lisa (1986),Comedy|Thriller,A man recently released from prison manages to get a job driving a call girl from customer to customer.
1141,2351,Nights of Cabiria (Le Notti di Cabiria) (1957),Drama,A waifish prostitute wanders the streets of Rome looking for true love but finds only heartbreak.
1142,2352,"Big Chill, The (1983)",Comedy|Drama,A group of seven former college friends gather for a week-end reunion at a South Carolina vacation home after the funeral of another of their college friends.
1143,2353,Enemy of the State (1998),Action|Thriller,A lawyer becomes targeted by a corrupt politician and his N.S.A. goons when he accidentally receives key evidence to a politically motivated crime.
1144,2354,"Rugrats Movie, The (1998)",Animation|Children's|Comedy,The babies gets lost in the forest after Tommy Pickles (Elizabeth Daily) gets a new baby brother.
1145,2355,"Bug's Life, A (1998)",Animation|Children's|Comedy,"A misfit ant, looking for ""warriors"" to save his colony from greedy grasshoppers, recruits a group of bugs that turn out to be an inept circus troupe."
1146,2357,Central Station (Central do Brasil) (1998),Drama,"An emotive journey of a former school teacher, who writes letters for illiterate people, and a young boy, whose mother has just died, as they search for the father he never knew."
1147,2359,Waking Ned Devine (1998),Comedy,"When a lottery winner dies of shock, his fellow townsfolk attempt to claim the money."
1148,2360,"Celebration, The (Festen) (1998)",Drama,"At Helge's 60th birthday party, some unpleasant family truths are revealed."
1149,2361,Pink Flamingos (1972),Comedy,"Notorious Baltimore criminal and underground figure Divine goes up against a sleazy married couple who make a passionate attempt to humiliate her and seize her tabloid-given title as ""The Filthiest Person Alive""."
1150,2363,Godzilla (Gojira) (1954),Action|Sci-Fi,"American nuclear weapons testing results in the creation of a seemingly unstoppable, dinosaur-like beast."
1151,2365,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),Action|Sci-Fi,"A newspaper and television station funded by a pharmaceutical company want a sensation, which happens to be the discovery of King Kong on an island. He is captured and brought to Japan, where he escapes from captivity and battles Godzilla."
1152,2366,King Kong (1933),Action|Adventure|Horror,A film crew goes to a tropical island for an exotic location shoot and discovers a colossal ape who takes a shine to their female blonde star. He is then captured and brought back to New York City for public exhibition.
1153,2367,King Kong (1976),Action|Adventure|Horror,A petroleum exploration expedition comes to an isolated island and encounters a colossal giant gorilla.
1154,2369,Desperately Seeking Susan (1985),Comedy|Romance,A bored New Jersey suburban housewife's fascination with a kooky character she's read about in the personal columns leads to her being mistaken for the woman herself.
1155,2370,"Emerald Forest, The (1985)",Action|Adventure|Drama,"After the son of engineer Bill Markham is abducted by an aboriginal tribe on the edge of the rain forest, the engineer spends the next 10 years searching for him."
1156,2371,Fletch (1985),Comedy,"Irwin M. ""Fletch"" Fletcher is a newspaper reporter being offered a large sum to off a cancerous millionaire, but is on the run, risking his job and finding clues when it's clear the man is healthy."
1157,2372,Fletch Lives (1989),Comedy,"After receiving an inheritance in Louisiana, Los Angeles reporter Irvin Fletcher heads to the Belle Isle plantation where he gets himself into hilarious trouble."
1158,2375,"Money Pit, The (1986)",Comedy,A young couple struggles to repair a hopelessly dilapidated house.
1159,2376,"View to a Kill, A (1985)",Action,The recovery of a microchip off the body of a fellow agent leads James Bond to a mad industrialist who plans to create a worldwide microchip monopoly by destroying California's Silicon Valley.
1160,2377,Lifeforce (1985),Horror|Sci-Fi,"A race of space vampires arrives in London and infects the populace, beginning an apocalyptic descent into chaos."
1161,2378,Police Academy (1984),Comedy,"A group of good-hearted, but incompetent misfits enter the police academy, but the instructors there are not going to put up with their pranks."
1162,2384,Babe: Pig in the City (1998),Children's|Comedy,"Babe, fresh from his victory in the sheepherding contest, returns to Farmer Hoggett's farm, but after Farmer Hoggett is injured and unable to work, Babe has to go to the big city to save the farm."
1163,2387,Very Bad Things (1998),Comedy|Crime,A prostitute is killed during a bachelor party and the attendees turn on each other as the wedding approaches.
1164,2389,Psycho (1998),Crime|Horror|Thriller,"A young female embezzler arrives at the Bates Motel, which has terrible secrets of its own."
1165,2390,Little Voice (1998),Comedy,"A shy reclusive lady is convinced by an invisible entity to sing. Subsequently, she finds herself noticed by a sleazy talent agent and her talent being showcased on-stage. She also meets a kind but nervous man who becomes her best friend."
1166,2391,"Simple Plan, A (1998)",Crime|Thriller,"Three blue-collar acquaintances come across millions of dollars in lost cash and make a plan to keep their find from the authorities, but it isn't long before complications and mistrust weave their way into the plan."
1167,2393,Star Trek: Insurrection (1998),Action|Sci-Fi,"When the crew of the Enterprise learn of a Federation conspiracy against the inhabitants of a unique planet, Captain Picard begins an open rebellion."
1168,2394,"Prince of Egypt, The (1998)",Animation|Musical,Egyptian Prince Moses learns of his identity as a Hebrew and his destiny to become the chosen deliverer of his people.
1169,2395,Rushmore (1998),Comedy,The extracurricular king of Rushmore Preparatory School is put on academic probation.
1170,2396,Shakespeare in Love (1998),Comedy|Romance,"The world's greatest ever playwright, William Shakespeare, is young, out of ideas and short of cash, but meets his ideal woman and is inspired to write one of his most famous plays."
1171,2398,Miracle on 34th Street (1947),Drama,"When a nice old man who claims to be Santa Claus is institutionalized as insane, a young lawyer decides to defend him by arguing in court that he is the real thing."
1172,2399,Santa Claus: The Movie (1985),Adventure|Children's|Fantasy,The legend of Santa Claus is put in jeopardy when an unscrupulous toy manufacturer attempts to take over Christmas.
1173,2401,Pale Rider (1985),Western,A mysterious preacher (Clint Eastwood) protects a humble prospector village from a greedy mining company trying to encroach on their land.
1174,2402,Rambo: First Blood Part II (1985),Action|War,Rambo returns to the jungles of Vietnam on a mission to infiltrate an enemy base-camp and rescue the American POWs still held captive there.
1175,2403,First Blood (1982),Action,A veteran Green Beret is forced by a cruel Sheriff and his deputies to flee into the mountains and wage an escalating one-man war against his pursuers.
1176,2405,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance,"When Joan Wilder is abducted while on a trip along the Nile, her boyfriend, Jack Colton, and pal Ralph rush to rescue her and retrieve a fabled jewel."
1177,2406,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,"A mousy romance novelist sets off for Colombia to ransom her kidnapped sister, and soon finds herself in the middle of a dangerous adventure hunting for treasure with a mercenary rogue."
1178,2407,Cocoon (1985),Comedy|Sci-Fi,"When a group of trespassing seniors swim in a pool containing alien cocoons, they find themselves energized with youthful vigor."
1179,2409,Rocky II (1979),Action|Drama,"Rocky struggles in family life after his bout with Apollo Creed, while the embarrassed champ insistently goads him to accept a challenge for a rematch."
1180,2410,Rocky III (1982),Action|Drama,"After winning the ultimate title and being the world champion, Rocky falls into a hole and finds himself picked up by a former enemy."
1181,2411,Rocky IV (1985),Action|Drama,"Rocky Balboa proudly holds the world heavyweight boxing championship, but a new challenger has stepped forward: Drago, a six-foot-four, 261-pound fighter who has the backing of the Soviet Union."
1182,2413,Clue (1985),Comedy|Mystery,"Six guests are anonymously invited to a strange mansion for dinner, but after their host is killed, they must cooperate with the staff to identify the murderer as the bodies pile up."
1183,2414,Young Sherlock Holmes (1985),Action|Adventure|Mystery,"When assorted people start having inexplicable delusions that lead to their deaths, a teenage Sherlock Holmes decides to investigate."
1184,2416,Back to School (1986),Comedy,"To help his discouraged son get through college, a funloving and obnoxious rich businessman decides to enter the school as a student himself."
1185,2420,"Karate Kid, The (1984)",Drama,A martial arts master agrees to teach karate to a bullied teenager.
1186,2423,Christmas Vacation (1989),Comedy,The Griswold family's plans for a big family Christmas predictably turn into a big disaster.
1187,2424,You've Got Mail (1998),Comedy|Romance,"Book superstore magnate, Joe Fox and independent book shop owner, Kathleen Kelly fall in love in the anonymity of the Internet both blissfully unaware that he's trying to put her out of business."
1188,2427,"Thin Red Line, The (1998)",Action|Drama|War,"Adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War."
1189,2428,"Faculty, The (1998)",Horror|Sci-Fi,"When Casey Connor, Herrington High School's newspaper photographer, witnesses the murder of a nurse and sees her alive again, she decides to investigate the bizarre happenings."
1190,2430,Mighty Joe Young (1949),Adventure|Children's|Drama,A young woman who has raised a giant gorilla from an infant brings him to Hollywood years later seeking her fortune.
1191,2431,Patch Adams (1998),Comedy|Drama,"The true story of a heroic man, Hunter ""Patch"" Adams, determined to become a medical doctor because he enjoys helping people. He ventured where no doctor had ventured before, using humour and pathos."
1192,2433,"Civil Action, A (1998)",Drama,"A tenacious lawyer takes on a case involving a major company responsible for causing several people to be diagnosed with leukemia due to the town's water supply being contaminated, at the risk of bankrupting his firm and career."
1193,2435,Hurlyburly (1998),Drama,Hollywood movers and shakers dissect their own personal lives when everything seems to clash together.
1194,2436,Tea with Mussolini (1999),Comedy,An orphaned Italian boy is raised amongst a circle of British and American women living in Mussolini's Italy before and during World War II.
1195,2439,Affliction (1997),Drama,A deeply troubled small-town cop investigates a suspicious hunting death while other events jeopardize his sanity.
1196,2442,Hilary and Jackie (1998),Drama,"The tragic story of world renowned classic cellist Jacqueline du Pré, as told from the point of view of her sister, flautist Hilary du Pré-Finzi."
1197,2443,Playing by Heart (1998),Drama|Romance,Eleven articulate people work through affairs of the heart in Los Angeles.
1198,2447,Varsity Blues (1999),Comedy|Drama,A back-up quarterback is chosen to lead a Texas football team to victory after the star quarterback is injured.
1199,2453,"Boy Who Could Fly, The (1986)",Drama|Fantasy,"An autistic boy who dreams of flying touches everyone he meets, including a new family who has moved in after their father dies."
1200,2454,"Fly, The (1958)",Horror|Sci-Fi,A scientist has a horrific accident when he tries to use his newly invented teleportation device.
1201,2455,"Fly, The (1986)",Horror|Sci-Fi,A brilliant but eccentric scientist begins to transform into a giant man/fly hybrid after one of his experiments goes horribly wrong.
1202,2457,Running Scared (1986),Action|Comedy,Two street-wise Chicago cops have to shake off some rust after returning from a Key West vacation to pursue a drug dealer who nearly killed them in the past.
1203,2459,"Texas Chainsaw Massacre, The (1974)",Horror,Two siblings and three of their friends en route to visit their grandfather's grave in Texas fall victim to a family of cannibalistic psychopaths.
1204,2463,Ruthless People (1986),Comedy,"A couple, cheated by a vile businessman, kidnap his wife in retaliation, without knowing that their enemy is delighted they did."
1205,2467,"Name of the Rose, The (1986)",Mystery,An intellectually nonconformist friar investigates a series of mysterious deaths in an isolated abbey.
1206,2468,Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller,"A computer wiz woman/W.Goldberg works at a computer terminal in a NYC bank. One day she gets a strange message and breaks the code. Suddenly, she finds herself in the middle of dangerous spy business."
1207,2469,Peggy Sue Got Married (1986),Comedy|Romance,"Peggy Sue faints at a high school reunion. When she wakes up, she finds herself in her own past, just before she finished school."
1208,2470,Crocodile Dundee (1986),Adventure|Comedy,An American reporter goes to the Australian outback to meet an eccentric crocodile poacher and invites him to New York City.
1209,2474,"Color of Money, The (1986)",Drama,"Fast Eddie Felson teaches a cocky but immensely talented protégé the ropes of pool hustling, which in turn inspires him to make an unlikely comeback."
1210,2475,52 Pick-Up (1986),Action|Mystery|Thriller,A secret fling between a man and his mistress leads to blackmail and murder.
1211,2476,Heartbreak Ridge (1986),Action|War,"Hard-nosed, hard-living Marine Gunnery Sergeant Tom Highway (Clint Eastwood) clashes with his superiors and his ex-wife as he takes command of a spoiled recon platoon with a bad attitude."
1212,2478,Three Amigos! (1986),Comedy|Western,"Three actors accept an invitation to a Mexican village to perform their onscreen bandit fighter roles, unaware that it is the real thing."
1213,2485,She's All That (1999),Comedy|Romance,A high school jock makes a bet that he can turn an unattractive girl into the school's prom queen.
1214,2488,Peeping Tom (1960),Drama|Horror|Thriller,"A young man murders women, using a movie camera to film their dying expressions of terror."
1215,2490,Payback (1999),Action|Thriller,"After a successful heist, Porter is left for dead. Once he recovers, he seeks vengeance and wants his share of the money."
1216,2493,"Harmonists, The (1997)",Drama,"The film chronicles the rise and fall of Germany's most famous a capella group, the Comedian Harmonists, in 1930s Germany."
1217,2495,"Fantastic Planet, The (La Plan�te sauvage) (1973)",Animation|Sci-Fi,"On a faraway planet where blue giants rule, oppressed humanoids rebel against their machine-like leaders."
1218,2496,Blast from the Past (1999),Comedy|Romance,A naive man comes out into the world after spending 35 years in a nuclear fallout shelter.
1219,2497,Message in a Bottle (1999),Romance,"A woman discovers a tragic love letter in a bottle on a beach, and is determined to track down its author."
1220,2501,October Sky (1999),Drama,"The true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes."
1221,2502,Office Space (1999),Comedy|Romance,Three company workers who hate their jobs decide to rebel against their greedy boss.
1222,2504,200 Cigarettes (1999),Comedy|Drama,"A collection of twentysomethings try to cope with relationships, loneliness, desire and their individual neuroses."
1223,2505,8MM (1999),Thriller,"A private investigator is hired to discover if a ""snuff film"" is authentic or not."
1224,2506,"Other Sister, The (1999)",Comedy|Drama|Romance,A mentally challenged young woman seeks independence by obtaining her own apartment and attending college while her family plans her sister's wedding.
1225,2511,"Long Goodbye, The (1973)",Crime,"Private investigator Philip Marlowe helps a friend out of a jam, but in doing so gets implicated in his wife's murder."
1226,2513,Pet Sematary (1989),Horror,"After tragedy strikes, a grieving father discovers an ancient burial ground behind his home with the power to raise the dead."
1227,2517,Christine (1983),Horror,A nerdish boy buys a strange car with an evil mind of its own and his nature starts to change to reflect it.
1228,2518,Night Shift (1982),Comedy,"A morgue attendant is talked into running a brothel at his workplace after a deceased pimp is sent there. However, the pimp's killers don't look too kindly on this new 'business', nor does the morgue's owner."
1229,2520,Airport (1970),Drama,"A bomber on board an airplane, an airport almost closed by snow, and various personal problems of the people involved."
1230,2524,"Towering Inferno, The (1974)",Action|Drama,"At the opening party of a colossal, but poorly constructed, office building, a massive fire breaks out that threatens to destroy the tower and everyone in it."
1231,2527,Westworld (1973),Action|Sci-Fi|Thriller|Western,"A robot malfunction creates havoc and terror for unsuspecting vacationers at a futuristic, adult-themed amusement park."
1232,2528,Logan's Run (1976),Action|Adventure|Sci-Fi,A police officer in the future uncovers the deadly secret behind a society that worships youth.
1233,2529,Planet of the Apes (1968),Action|Sci-Fi,"An astronaut crew crash-lands on a planet in the distant future where intelligent talking apes are the dominant species, and humans are the oppressed and enslaved."
1234,2530,Beneath the Planet of the Apes (1970),Action|Sci-Fi,The sole survivor of an interplanetary rescue mission searches for the only survivor of the previous expedition. He discovers a planet ruled by apes and an underground city run by telepathic humans.
1235,2531,Battle for the Planet of the Apes (1973),Action|Sci-Fi,"Ten years after a worldwide series of ape revolutions and a brutal nuclear war among humans, Caesar must protect survivors of both species from an insidious human cult and a militant ape faction alike."
1236,2532,Conquest of the Planet of the Apes (1972),Action|Sci-Fi,"In a futuristic world that has embraced ape slavery, Caesar, the son of the late simians Cornelius and Zira, surfaces after almost twenty years of hiding out from the authorities, and prepares for a slave revolt against humanity."
1237,2533,Escape from the Planet of the Apes (1971),Action|Sci-Fi,"The world is shocked by the appearance of three talking chimpanzees, who arrived mysteriously in a U.S. spacecraft. They become the toast of society, but one man believes them to be a threat to the human race."
1238,2539,Analyze This (1999),Comedy,A comedy about a psychiatrist whose number one patient is an insecure mob boss.
1239,2540,"Corruptor, The (1999)",Action|Crime|Drama|Thriller,"With the aid from a New York City policeman, a top immigrant cop tries to stop drug-trafficking and corruption by immigrant Chinese Triads, but things get complicated when the Triads try to bribe the policeman."
1240,2541,Cruel Intentions (1999),Drama,Two vicious step-siblings of an elite Manhattan prep school make a wager: to deflower the new headmaster's daughter before the start of term.
1241,2542,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller,"Eddy persuades his three pals to pool money for a vital poker game against a powerful local mobster, Hatchet Harry. Eddy loses, after which Harry gives him a week to pay back 500,000 pounds."
1242,2550,"Haunting, The (1963)",Horror|Thriller,"Hill House has stood for about 90 years and appears haunted: its inhabitants have always met strange, tragic ends. Now Dr. John Markway has assembled a team of people who he thinks will prove whether or not the house is haunted."
1243,2551,Dead Ringers (1988),Drama|Thriller,"Twin gynecologists take full advantage of the fact that nobody can tell them apart, until their relationship begins to deteriorate over a woman."
1244,2553,Village of the Damned (1960),Horror|Sci-Fi|Thriller,"In the English village of Midwich, the blonde-haired, glowing-eyed children of uncertain paternity prove to have frightening powers."
1245,2554,Children of the Damned (1963),Horror|Sci-Fi|Thriller,"Six impossibly intelligent children from all over the world with dangerous psychic powers hide in a church in England after the military tries to experiment on them. Besieged, they warn the military to back off before carnage ensues."
1246,2560,Ravenous (1999),Drama|Horror,"In a remote military outpost in the 19th century, Captain John Boyd and his regiment embark on a rescue mission which takes a dark turn when they are ambushed by a sadistic cannibal."
1247,2565,"King and I, The (1956)",Musical,A widow accepts a job as a live-in governess to the King of Siam's children.
1248,2567,EDtv (1999),Comedy,A video store clerk agrees to have his life filmed by a camera crew for a television show.
1249,2570,"Walk on the Moon, A (1999)",Drama|Romance,The world of a young housewife is turned upside down when she has an affair with a free-spirited blouse salesman.
1250,2571,"Matrix, The (1999)",Action|Sci-Fi|Thriller,"When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence."
1251,2572,10 Things I Hate About You (1999),Comedy|Romance,"A pretty, popular teenager can't go out on a date until her ill-tempered older sister does."
1252,2575,"Dreamlife of Angels, The (La Vie r�v�e des anges) (1998)",Drama,The lives of two dissimilar girls turned out in different ways.
1253,2580,Go (1999),Crime,The aftermath of a drug deal as told from three different points of view.
1254,2581,Never Been Kissed (1999),Comedy|Romance,A newspaper reporter enrolls in high school as part of research for a story.
1255,2583,Cookie's Fortune (1999),Mystery,Conflict arises in the small town of Holly Springs when an old woman's death causes a variety of reactions among family and friends.
1256,2585,"Lovers of the Arctic Circle, The (Los Amantes del C�rculo Polar) (1998)",Drama|Romance,"In cold Lapland Finland, under the eternal midnight sun, two ardent lovers reunite once again after a long period apart, governed by a powerful and eloquent circular motif woven by destiny, faith, and love. Can they deny their destiny?"
1257,2594,Open Your Eyes (Abre los ojos) (1997),Drama|Romance|Sci-Fi,"A very handsome man finds the love of his life, but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured."
1258,2596,SLC Punk! (1998),Comedy|Drama,In the early 1980s Stevo and Heroin Bob are the only two dedicated punks in conservative Salt Lake City.
1259,2598,Pushing Tin (1999),Comedy,"A feud develops between two air traffic controllers: one cocky and determined while the other is restrained and laidback, which inevitably affects their lives."
1260,2599,Election (1999),Comedy,A high school teacher meets his match in an over-achieving student politician.
1261,2600,eXistenZ (1999),Action|Sci-Fi|Thriller,A game designer on the run from assassins must play her latest virtual reality creation with a marketing trainee to determine if the game has been damaged.
1262,2605,Entrapment (1999),Crime|Thriller,An insurance agent is sent by her employer to track down and help capture an art thief.
1263,2606,Idle Hands (1999),Comedy|Horror,A teenage slacker's right hand becomes possessed with murderous intent.
1264,2607,Get Real (1998),Drama,A tenderly romantic coming-of-age story as two boys in a British school fall in love.
1265,2609,"King of Masks, The (Bian Lian) (1996)",Drama,"Wang Bianlian is an aging street performer known as the King of Mask for his mastery of Sichuan Change Art in a true story. His wife left him with and infant son over 30 years ago. The son died from illness at age 10. This left Wang a melancholy loner aching for a male descendent to learn his rare and dying art. A famous master performer of the Sichuan Opera offers to bring him into his act, thus giving Wang fame and possible fortune, but Wang opts for staying the simple street performer. Then, one night after a performance he is sold a young boy by a slave trader posing as the boy's parent. ""Grandpa"" finds new joy in life as he plans to teach ""Doggie"" (an affectionate term often used for young children in China) his art. All is well until Doggie is found out to really be a girl."
1266,2610,Three Seasons (1999),Drama,"An American in Ho Chi Minh City looks for a daughter he fathered during the war. He meets Woody, a child who's a street vendor, and when Woody's case of wares disappears, he thinks the soldier took it. Woody hunts for him. A cyclo driver, Hai, gives a ride to Lan, a hotel call girl, and starts waiting for her daily; he falls in love with her and tries to break through her tough veneer. Kien An, a young woman, takes a job harvesting lotuses in the ponds of Teacher Dao, a reclusive man who has leprosy. Her singing awakens him from depression, and he asks her to write down poetry he has composed. The characters' paths cross in small ways, around flowers and kindnesses."
1267,2611,"Winslow Boy, The (1998)",Drama,"Following the theft of a postal-order, a fourteen-year old cadet is expelled from Naval College. To save the honour of the boy and his family, the pre-eminent barrister of the day is engaged to take on the might the Admiralty."
1268,2612,Mildred Pierce (1945),Drama,A hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter.
1269,2613,Night of the Comet (1984),Action|Horror|Sci-Fi,"A comet wipes out most of life on Earth, leaving two Valley Girls fighting against cannibal zombies and a sinister group of scientists."
1270,2616,Dick Tracy (1990),Action|Crime,The comic strip detective finds his life vastly complicated when Breathless Mahoney makes advances towards him while he is trying to battle Big Boy Caprice's united mob.
1271,2617,"Mummy, The (1999)",Action|Adventure|Horror|Thriller,"At an archaeological dig in the ancient city of Hamunaptra, an American serving in the French Foreign Legion accidentally awakens a mummy who begins to wreak havoc as he searches for the reincarnation of his long-lost love."
1272,2618,"Castle, The (1997)",Comedy,"A working-class family from Melbourne, Australia fights city hall after being told they must vacate their beloved family home to allow for infrastructural expansion."
1273,2621,Xiu Xiu: The Sent-Down Girl (Tian yu) (1998),Drama|Romance,"Young teen girl Xiu Xiu is sent away to a remote corner of the Sichuan steppes for manual labor in 1975 (sending young people to there was a part of Cultural Revolution in China). A year later, she agrees to go to even more remote spot with a Tibetan saddle tramp Lao Jin to learn horse herding."
1274,2622,"Midsummer Night's Dream, A (1999)",Comedy|Fantasy,"Lovers' lives are complicated by city law, feuding faerie royalty, and... love."
1275,2624,After Life (1998),Drama,"After death, people have a week to choose only one memory to keep for eternity."
1276,2628,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi,"Two Jedi escape a hostile blockade to find allies and come across a young boy who may bring balance to the Force, but the long dormant Sith resurface to claim their original glory."
1277,2633,"Mummy, The (1932)",Horror|Romance,An Egyptian mummy searches Cairo for the girl he thinks is his long-lost princess.
1278,2639,Mommie Dearest (1981),Drama,"The abusive and traumatic adoptive upbringing of Christina Crawford at the hands of her mother, screen queen Joan Crawford, is depicted."
1279,2640,Superman (1978),Action|Adventure|Sci-Fi,"An alien orphan is sent from his dying planet to Earth, where he grows up to become his adoptive home's first and greatest superhero."
1280,2641,Superman II (1980),Action|Adventure|Sci-Fi,"Superman agrees to sacrifice his powers to start a relationship with Lois Lane, unaware that three Kryptonian criminals he inadvertently released are conquering Earth."
1281,2644,Dracula (1931),Horror,"After a naive real estate agent succumbs to the will of Count Dracula, the two head to London where the vampire sleeps in his coffin by day and searches for potential victims by night."
1282,2645,Dracula (1958),Horror,"Jonathan Harker begets the ire of Count Dracula after he accepts a job at the vampire's castle under false pretenses, forcing his colleague Dr. Van Helsing to hunt the predatory villain when he targets Harker's loved ones."
1283,2648,Frankenstein (1931),Horror,Dr. Frankenstein dares to tamper with life and death by creating a human monster out of lifeless body parts.
1284,2649,Son of Frankenstein (1939),Horror,"Returning to the ancestral castle long after the death of the monster, the son of Dr. Frankenstein meets a mad shepherd who is hiding the comatose creature. To clear the family name, he revives the creature and tries to rehabilitate him."
1285,2654,"Wolf Man, The (1941)",Horror,"Larry Talbot returns to his father's castle in Wales and meets a beautiful woman. One fateful night, Talbot escorts her to a local carnival where they meet a mysterious gypsy fortune teller."
1286,2657,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,A newly-engaged couple have a breakdown in an isolated area and must seek shelter at the bizarre residence of Dr. Frank-n-Furter.
1287,2660,"Thing From Another World, The (1951)",Sci-Fi,Scientists and American Air Force officials fend off a bloodthirsty alien organism while at a remote arctic outpost.
1288,2661,It Came from Outer Space (1953),Sci-Fi,A spaceship from another world crashes in the Arizona desert and only an amateur stargazer and a schoolteacher suspect alien influence when the local townsfolk begin to act strangely.
1289,2662,"War of the Worlds, The (1953)",Action|Sci-Fi|War,"A small town in California is attacked by Martians, beginning a worldwide invasion."
1290,2664,Invasion of the Body Snatchers (1956),Horror|Sci-Fi,A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.
1291,2665,Earth Vs. the Flying Saucers (1956),Sci-Fi,Extraterrestrials traveling in high-tech flying saucers contact a scientist as part of a plan to enslave the inhabitants of Earth.
